Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart
2013,07,27,11,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,15
2013,07,27,12,Me Prefieres A Mi,Arcangel,,9,13
2013,07,27,13,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,,13,1
2013,07,27,14,Incondicional,Prince Royce,,9,15
2013,07,27,15,Junto Al Amanecer,J Alvarez,,11,13
2013,07,27,16,Loca,Shakira,El Cata,5,15
2013,07,27,17,More,Zion,Jory,14,12
2013,07,27,17,More,Zion,Ken-Y,14,12
2013,07,27,18,Mi Nina Traviesa,Luis Coronel,,18,2
2013,07,27,19,Por Un Segundo,Aventura,,14,7
2013,07,27,20,La Pregunta,J Alvarez,,14,9
2013,07,27,21,"Suerte [Whenever, Wherever]",Shakira,,8,15
2013,07,27,22,Gasolina,Daddy Yankee,,17,8
2013,07,27,23,Rabiosa,Shakira,Pitbull,14,15
2013,07,27,23,Rabiosa,Shakira,El Cata,14,15
2013,07,27,24,El Amor Que Perdimos,Prince Royce,,15,15
2013,07,27,25,El Amante,Daddy Yankee,J. Alvarez,25,4
2013,08,03,1,Danza Kuduro,Don Omar,Lucenzo,1,16
2013,08,03,2,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,16
2013,08,03,3,Hips Don't Lie,Shakira,Wyclef Jean,1,16
2013,08,03,4,Vivir Mi Vida,Marc Anthony,,4,12
2013,08,03,5,Darte Un Beso,Prince Royce,,5,1
2013,08,03,6,El Coco No,Roberto Junior y Su Bandeno,,5,16
2013,08,03,7,Ai Se Eu Te Pego,Michel Telo,,4,16
2013,08,03,8,Damaso,Gerardo Ortiz,,6,15
2013,08,03,9,Loba,Shakira,,5,16
2013,08,03,10,Corazon Sin Cara,Prince Royce,,9,6
2013,08,03,11,La Pregunta,J Alvarez,,11,10
2013,08,03,12,Incondicional,Prince Royce,,9,16
2013,08,03,13,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,16
2013,08,03,13,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,16
2013,08,03,14,Limbo,Daddy Yankee,,10,10
2013,08,03,15,Me Prefieres A Mi,Arcangel,,9,14
2013,08,03,16,Junto Al Amanecer,J Alvarez,,11,14
2013,08,03,17,Mi Nina Traviesa,Luis Coronel,,17,3
2013,08,03,18,El Amor Que Perdimos,Prince Royce,,15,16
2013,08,03,19,Loca,Shakira,El Cata,5,16
2013,08,03,20,Por Un Segundo,Aventura,,14,8
2013,08,03,21,More,Zion,Jory,14,13
2013,08,03,21,More,Zion,Ken-Y,14,13
2013,08,03,22,Stand By Me,Prince Royce,,13,15
2013,08,03,23,Gasolina,Daddy Yankee,,17,9
2013,08,03,24,"Suerte [Whenever, Wherever]",Shakira,,8,16
2013,08,03,25,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,25,1
2013,08,10,1,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,17
2013,08,10,2,Danza Kuduro,Don Omar,Lucenzo,1,17
2013,08,10,3,Vivir Mi Vida,Marc Anthony,,3,13
2013,08,10,4,Hips Don't Lie,Shakira,Wyclef Jean,1,17
2013,08,10,5,Darte Un Beso,Prince Royce,,5,2
2013,08,10,6,El Coco No,Roberto Junior y Su Bandeno,,5,17
2013,08,10,7,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,1
2013,08,10,8,Ai Se Eu Te Pego,Michel Telo,,4,17
2013,08,10,9,Damaso,Gerardo Ortiz,,6,16
2013,08,10,10,Loba,Shakira,,5,17
2013,08,10,11,Incondicional,Prince Royce,,9,17
2013,08,10,12,Corazon Sin Cara,Prince Royce,,9,7
2013,08,10,13,La Pregunta,J Alvarez,,11,11
2013,08,10,14,Mi Nina Traviesa,Luis Coronel,,14,4
2013,08,10,15,Me Prefieres A Mi,Arcangel,,9,15
2013,08,10,16,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,17
2013,08,10,16,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,17
2013,08,10,17,Limbo,Daddy Yankee,,10,11
2013,08,10,18,El Amor Que Perdimos,Prince Royce,,15,17
2013,08,10,19,Por Un Segundo,Aventura,,14,9
2013,08,10,20,Loca,Shakira,El Cata,5,17
2013,08,10,21,Junto Al Amanecer,J Alvarez,,11,15
2013,08,10,22,Stand By Me,Prince Royce,,13,16
2013,08,10,23,"Suerte [Whenever, Wherever]",Shakira,,8,17
2013,08,10,24,Rabiosa,Shakira,Pitbull,14,16
2013,08,10,24,Rabiosa,Shakira,El Cata,14,16
2013,08,10,25,More,Zion,Jory,14,14
2013,08,10,25,More,Zion,Ken-Y,14,14
2013,08,17,1,Darte Un Beso,Prince Royce,,1,3
2013,08,17,2,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,18
2013,08,17,3,Danza Kuduro,Don Omar,Lucenzo,1,18
2013,08,17,4,Vivir Mi Vida,Marc Anthony,,3,14
2013,08,17,5,Hips Don't Lie,Shakira,Wyclef Jean,1,18
2013,08,17,6,Ai Se Eu Te Pego,Michel Telo,,4,18
2013,08,17,7,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,2
2013,08,17,8,El Coco No,Roberto Junior y Su Bandeno,,5,18
2013,08,17,9,Damaso,Gerardo Ortiz,,6,17
2013,08,17,10,Loba,Shakira,,5,18
2013,08,17,11,Corazon Sin Cara,Prince Royce,,9,8
2013,08,17,12,Incondicional,Prince Royce,,9,18
2013,08,17,13,Te Extrano,Xtreme,,13,1
2013,08,17,14,Me Prefieres A Mi,Arcangel,,9,16
2013,08,17,15,Mi Nina Traviesa,Luis Coronel,,14,5
2013,08,17,16,La Pregunta,J Alvarez,,11,12
2013,08,17,17,Limbo,Daddy Yankee,,10,12
2013,08,17,18,El Amor Que Perdimos,Prince Royce,,15,18
2013,08,17,19,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,18
2013,08,17,19,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,18
2013,08,17,20,Por Un Segundo,Aventura,,14,10
2013,08,17,21,Loca,Shakira,El Cata,5,18
2013,08,17,22,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,14
2013,08,17,22,Debate de 4,Romeo Santos,Luis Varges,10,14
2013,08,17,22,Debate de 4,Romeo Santos,Raulin Rodriguez,10,14
2013,08,17,23,"Suerte [Whenever, Wherever]",Shakira,,8,18
2013,08,17,24,Stand By Me,Prince Royce,,13,17
2013,08,17,25,Oye Como Va,Santana,,25,1
2013,08,24,1,Darte Un Beso,Prince Royce,,1,4
2013,08,24,2,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,19
2013,08,24,3,Danza Kuduro,Don Omar,Lucenzo,1,19
2013,08,24,4,Vivir Mi Vida,Marc Anthony,,3,15
2013,08,24,5,Hips Don't Lie,Shakira,Wyclef Jean,1,19
2013,08,24,6,Propuesta Indecente,Romeo Santos,,6,1
2013,08,24,7,Ai Se Eu Te Pego,Michel Telo,,4,19
2013,08,24,8,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,3
2013,08,24,9,El Coco No,Roberto Junior y Su Bandeno,,5,19
2013,08,24,10,Te Extrano,Xtreme,,10,2
2013,08,24,11,Damaso,Gerardo Ortiz,,6,18
2013,08,24,12,Loba,Shakira,,5,19
2013,08,24,13,Corazon Sin Cara,Prince Royce,,9,9
2013,08,24,14,Incondicional,Prince Royce,,9,19
2013,08,24,15,Mi Nina Traviesa,Luis Coronel,,14,6
2013,08,24,16,Me Prefieres A Mi,Arcangel,,9,17
2013,08,24,17,Limbo,Daddy Yankee,,10,13
2013,08,24,18,La Pregunta,J Alvarez,,11,13
2013,08,24,19,Por Un Segundo,Aventura,,14,11
2013,08,24,20,El Amor Que Perdimos,Prince Royce,,15,19
2013,08,24,21,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,19
2013,08,24,21,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,19
2013,08,24,22,Loca,Shakira,El Cata,5,19
2013,08,24,23,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,,13,2
2013,08,24,24,"Suerte [Whenever, Wherever]",Shakira,,8,19
2013,08,24,25,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,15
2013,08,24,25,Debate de 4,Romeo Santos,Luis Varges,10,15
2013,08,24,25,Debate de 4,Romeo Santos,Raulin Rodriguez,10,15
2013,08,31,1,Darte Un Beso,Prince Royce,,1,5
2013,08,31,2,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,20
2013,08,31,3,Danza Kuduro,Don Omar,Lucenzo,1,20
2013,08,31,4,Vivir Mi Vida,Marc Anthony,,3,16
2013,08,31,5,Hips Don't Lie,Shakira,Wyclef Jean,1,20
2013,08,31,6,Propuesta Indecente,Romeo Santos,,6,2
2013,08,31,7,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,4
2013,08,31,8,Ai Se Eu Te Pego,Michel Telo,,4,20
2013,08,31,9,El Coco No,Roberto Junior y Su Bandeno,,5,20
2013,08,31,10,Te Extrano,Xtreme,,10,3
2013,08,31,11,Damaso,Gerardo Ortiz,,6,19
2013,08,31,12,Loba,Shakira,,5,20
2013,08,31,13,Corazon Sin Cara,Prince Royce,,9,10
2013,08,31,14,Incondicional,Prince Royce,,9,20
2013,08,31,15,Me Prefieres A Mi,Arcangel,,9,18
2013,08,31,16,Por Un Segundo,Aventura,,14,12
2013,08,31,17,Limbo,Daddy Yankee,,10,14
2013,08,31,18,El Amor Que Perdimos,Prince Royce,,15,20
2013,08,31,19,La Pregunta,J Alvarez,,11,14
2013,08,31,20,Mi Nina Traviesa,Luis Coronel,,14,7
2013,08,31,21,Loca,Shakira,El Cata,5,20
2013,08,31,22,"Suerte [Whenever, Wherever]",Shakira,,8,20
2013,08,31,23,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,16
2013,08,31,23,Debate de 4,Romeo Santos,Luis Varges,10,16
2013,08,31,23,Debate de 4,Romeo Santos,Raulin Rodriguez,10,16
2013,08,31,24,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,,13,3
2013,08,31,25,More,Zion,Jory,14,15
2013,08,31,25,More,Zion,Ken-Y,14,15
2013,09,07,1,Darte Un Beso,Prince Royce,,1,6
2013,09,07,2,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,21
2013,09,07,3,Vivir Mi Vida,Marc Anthony,,3,17
2013,09,07,4,Danza Kuduro,Don Omar,Lucenzo,1,21
2013,09,07,5,Hips Don't Lie,Shakira,Wyclef Jean,1,21
2013,09,07,6,Propuesta Indecente,Romeo Santos,,6,3
2013,09,07,7,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,5
2013,09,07,8,Ai Se Eu Te Pego,Michel Telo,,4,21
2013,09,07,9,Te Extrano,Xtreme,,9,4
2013,09,07,10,Que Bonito Amor,Vicente Fernandez,,10,1
2013,09,07,11,El Coco No,Roberto Junior y Su Bandeno,,5,21
2013,09,07,12,Damaso,Gerardo Ortiz,,6,20
2013,09,07,13,Loba,Shakira,,5,21
2013,09,07,14,Corazon Sin Cara,Prince Royce,,9,11
2013,09,07,15,Incondicional,Prince Royce,,9,21
2013,09,07,16,Me Prefieres A Mi,Arcangel,,9,19
2013,09,07,17,El Amor Que Perdimos,Prince Royce,,15,21
2013,09,07,18,Limbo,Daddy Yankee,,10,15
2013,09,07,19,Por Un Segundo,Aventura,,14,13
2013,09,07,20,"Suerte [Whenever, Wherever]",Shakira,,8,21
2013,09,07,21,La Pregunta,J Alvarez,,11,15
2013,09,07,22,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,,13,4
2013,09,07,23,Loca,Shakira,El Cata,5,21
2013,09,07,24,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,24,2
2013,09,07,25,Mi Nina Traviesa,Luis Coronel,,14,8
2013,09,14,1,Darte Un Beso,Prince Royce,,1,7
2013,09,14,2,Danza Kuduro,Don Omar,Lucenzo,1,22
2013,09,14,3,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,22
2013,09,14,4,Vivir Mi Vida,Marc Anthony,,3,18
2013,09,14,5,Loco,Enrique Iglesias,Romeo Santos,5,1
2013,09,14,6,Hips Don't Lie,Shakira,Wyclef Jean,1,22
2013,09,14,7,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,6
2013,09,14,8,Propuesta Indecente,Romeo Santos,,6,4
2013,09,14,9,Ai Se Eu Te Pego,Michel Telo,,4,22
2013,09,14,10,Te Extrano,Xtreme,,9,5
2013,09,14,11,Damaso,Gerardo Ortiz,,6,21
2013,09,14,12,El Coco No,Roberto Junior y Su Bandeno,,5,22
2013,09,14,13,Loba,Shakira,,5,22
2013,09,14,14,Corazon Sin Cara,Prince Royce,,9,12
2013,09,14,15,Incondicional,Prince Royce,,9,22
2013,09,14,16,Me Prefieres A Mi,Arcangel,,9,20
2013,09,14,17,Por Un Segundo,Aventura,,14,14
2013,09,14,18,Que Bonito Amor,Vicente Fernandez,,10,2
2013,09,14,19,Limbo,Daddy Yankee,,10,16
2013,09,14,20,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,20,3
2013,09,14,21,El Amor Que Perdimos,Prince Royce,,15,22
2013,09,14,22,"Suerte [Whenever, Wherever]",Shakira,,8,22
2013,09,14,23,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,,13,5
2013,09,14,24,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,17
2013,09,14,24,Debate de 4,Romeo Santos,Luis Varges,10,17
2013,09,14,24,Debate de 4,Romeo Santos,Raulin Rodriguez,10,17
2013,09,14,25,La Pregunta,J Alvarez,,11,16
2013,09,21,1,Darte Un Beso,Prince Royce,,1,8
2013,09,21,2,Danza Kuduro,Don Omar,Lucenzo,1,23
2013,09,21,3,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,23
2013,09,21,4,Vivir Mi Vida,Marc Anthony,,3,19
2013,09,21,5,Hips Don't Lie,Shakira,Wyclef Jean,1,23
2013,09,21,6,Loco,Enrique Iglesias,Romeo Santos,5,2
2013,09,21,7,Propuesta Indecente,Romeo Santos,,6,5
2013,09,21,8,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,7
2013,09,21,9,"Suerte [Whenever, Wherever]",Shakira,,8,23
2013,09,21,10,Ai Se Eu Te Pego,Michel Telo,,4,23
2013,09,21,11,Mi Bello Angel,Los Primos MX,,11,1
2013,09,21,12,Loba,Shakira,,5,23
2013,09,21,13,Damaso,Gerardo Ortiz,,6,22
2013,09,21,14,El Coco No,Roberto Junior y Su Bandeno,,5,23
2013,09,21,15,Corazon Sin Cara,Prince Royce,,9,13
2013,09,21,16,La Pregunta,J Alvarez,,11,17
2013,09,21,17,Incondicional,Prince Royce,,9,23
2013,09,21,18,Por Un Segundo,Aventura,,14,15
2013,09,21,19,Te Extrano,Xtreme,,9,6
2013,09,21,20,Limbo,Daddy Yankee,,10,17
2013,09,21,21,El Amor Que Perdimos,Prince Royce,,15,23
2013,09,21,22,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,20,4
2013,09,21,23,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,18
2013,09,21,23,Debate de 4,Romeo Santos,Luis Varges,10,18
2013,09,21,23,Debate de 4,Romeo Santos,Raulin Rodriguez,10,18
2013,09,21,24,Tacata',Tacabro,,24,1
2013,09,21,25,Loca,Shakira,El Cata,5,22
2013,09,28,1,Propuesta Indecente,Romeo Santos,,1,6
2013,09,28,2,Darte Un Beso,Prince Royce,,1,9
2013,09,28,3,Vivir Mi Vida,Marc Anthony,,3,20
2013,09,28,4,Danza Kuduro,Don Omar,Lucenzo,1,24
2013,09,28,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,24
2013,09,28,6,Loco,Enrique Iglesias,Romeo Santos,5,3
2013,09,28,7,Hips Don't Lie,Shakira,Wyclef Jean,1,24
2013,09,28,8,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,8
2013,09,28,9,Ai Se Eu Te Pego,Michel Telo,,4,24
2013,09,28,10,"Suerte [Whenever, Wherever]",Shakira,,8,24
2013,09,28,11,Loba,Shakira,,5,24
2013,09,28,12,Damaso,Gerardo Ortiz,,6,23
2013,09,28,13,La Pregunta,J Alvarez,,11,18
2013,09,28,14,Corazon Sin Cara,Prince Royce,,9,14
2013,09,28,15,Por Un Segundo,Aventura,,14,16
2013,09,28,16,Incondicional,Prince Royce,,9,24
2013,09,28,17,El Rey,Vicente Fernandez,,17,1
2013,09,28,18,El Coco No,Roberto Junior y Su Bandeno,,5,24
2013,09,28,19,Limbo,Daddy Yankee,,10,18
2013,09,28,20,Te Extrano,Xtreme,,9,7
2013,09,28,21,Guadalajara,Vicente Fernandez,,21,1
2013,09,28,22,El Amor Que Perdimos,Prince Royce,,15,24
2013,09,28,23,Mi Bello Angel,Los Primos MX,,11,2
2013,09,28,24,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,19
2013,09,28,24,Debate de 4,Romeo Santos,Luis Varges,10,19
2013,09,28,24,Debate de 4,Romeo Santos,Raulin Rodriguez,10,19
2013,09,28,25,Que Bonito Amor,Vicente Fernandez,,10,3
2013,10,05,1,Propuesta Indecente,Romeo Santos,,1,7
2013,10,05,2,Darte Un Beso,Prince Royce,,1,10
2013,10,05,3,Vivir Mi Vida,Marc Anthony,,3,21
2013,10,05,4,Danza Kuduro,Don Omar,Lucenzo,1,25
2013,10,05,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,25
2013,10,05,6,Loco,Enrique Iglesias,Romeo Santos,5,4
2013,10,05,7,Hips Don't Lie,Shakira,Wyclef Jean,1,25
2013,10,05,8,"Suerte [Whenever, Wherever]",Shakira,,8,25
2013,10,05,9,Tacata',Tacabro,,9,2
2013,10,05,10,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,9
2013,10,05,11,Ai Se Eu Te Pego,Michel Telo,,4,25
2013,10,05,12,Mi Bello Angel,Los Primos MX,,11,3
2013,10,05,13,Damaso,Gerardo Ortiz,,6,24
2013,10,05,14,El Coco No,Roberto Junior y Su Bandeno,,5,25
2013,10,05,15,Por Un Segundo,Aventura,,14,17
2013,10,05,16,Corazon Sin Cara,Prince Royce,,9,15
2013,10,05,17,Loba,Shakira,,5,25
2013,10,05,18,La Pregunta,J Alvarez,,11,19
2013,10,05,19,Incondicional,Prince Royce,,9,25
2013,10,05,20,Promise,Romeo Santos,Usher,5,12
2013,10,05,21,Mi Nina Traviesa,Luis Coronel,,14,9
2013,10,05,22,Limbo,Daddy Yankee,,10,19
2013,10,05,23,El Amor Que Perdimos,Prince Royce,,15,25
2013,10,05,24,Debate de 4,Romeo Santos,"Anthony ""El Mayimbe"" Santos",10,20
2013,10,05,24,Debate de 4,Romeo Santos,Luis Varges,10,20
2013,10,05,24,Debate de 4,Romeo Santos,Raulin Rodriguez,10,20
2013,10,05,25,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,20,5
2013,10,12,1,Propuesta Indecente,Romeo Santos,,1,8
2013,10,12,2,Darte Un Beso,Prince Royce,,1,11
2013,10,12,3,Danza Kuduro,Don Omar,Lucenzo,1,26
2013,10,12,4,Vivir Mi Vida,Marc Anthony,,3,22
2013,10,12,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,26
2013,10,12,6,Loco,Enrique Iglesias,Romeo Santos,5,5
2013,10,12,7,Tacata',Tacabro,,7,3
2013,10,12,8,Hips Don't Lie,Shakira,Wyclef Jean,1,26
2013,10,12,9,Promise,Romeo Santos,Usher,5,13
2013,10,12,10,Damaso,Gerardo Ortiz,,6,25
2013,10,12,11,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,10
2013,10,12,12,Ai Se Eu Te Pego,Michel Telo,,4,26
2013,10,12,13,Mi Bello Angel,Los Primos MX,,11,4
2013,10,12,14,"Suerte [Whenever, Wherever]",Shakira,,8,26
2013,10,12,15,El Coco No,Roberto Junior y Su Bandeno,,5,26
2013,10,12,16,Corazon Sin Cara,Prince Royce,,9,16
2013,10,12,17,Por Un Segundo,Aventura,,14,18
2013,10,12,18,Incondicional,Prince Royce,,9,26
2013,10,12,19,La Pregunta,J Alvarez,,11,20
2013,10,12,20,Mi Nina Traviesa,Luis Coronel,,14,10
2013,10,12,21,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,20,6
2013,10,12,22,Loba,Shakira,,5,26
2013,10,12,23,Limbo,Daddy Yankee,,10,20
2013,10,12,24,Que Bonito Amor,Vicente Fernandez,,10,4
2013,10,12,25,El Amor Que Perdimos,Prince Royce,,15,26
2013,10,19,1,Loco,Enrique Iglesias,Romeo Santos,1,6
2013,10,19,2,Propuesta Indecente,Romeo Santos,,1,9
2013,10,19,3,Darte Un Beso,Prince Royce,,1,12
2013,10,19,4,Danza Kuduro,Don Omar,Lucenzo,1,27
2013,10,19,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,27
2013,10,19,6,Vivir Mi Vida,Marc Anthony,,3,23
2013,10,19,7,Hips Don't Lie,Shakira,Wyclef Jean,1,27
2013,10,19,8,Promise,Romeo Santos,Usher,5,14
2013,10,19,9,Tacata',Tacabro,,7,4
2013,10,19,10,Ai Se Eu Te Pego,Michel Telo,,4,27
2013,10,19,11,Damaso,Gerardo Ortiz,,6,26
2013,10,19,12,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,11
2013,10,19,13,Que Bonito Amor,Vicente Fernandez,,10,5
2013,10,19,14,"Suerte [Whenever, Wherever]",Shakira,,8,27
2013,10,19,15,Corazon Sin Cara,Prince Royce,,9,17
2013,10,19,16,Por Un Segundo,Aventura,,14,19
2013,10,19,17,El Coco No,Roberto Junior y Su Bandeno,,5,27
2013,10,19,18,Incondicional,Prince Royce,,9,27
2013,10,19,19,Loba,Shakira,,5,27
2013,10,19,20,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,20,7
2013,10,19,21,Mi Nina Traviesa,Luis Coronel,,14,11
2013,10,19,22,La Pregunta,J Alvarez,,11,21
2013,10,19,23,El Amor Que Perdimos,Prince Royce,,15,27
2013,10,19,24,Mi Bello Angel,Los Primos MX,,11,5
2013,10,19,25,Limbo,Daddy Yankee,,10,21
2013,10,26,1,Darte Un Beso,Prince Royce,,1,13
2013,10,26,2,Propuesta Indecente,Romeo Santos,,1,10
2013,10,26,3,Loco,Enrique Iglesias,Romeo Santos,1,7
2013,10,26,4,Danza Kuduro,Don Omar,Lucenzo,1,28
2013,10,26,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,28
2013,10,26,6,Vivir Mi Vida,Marc Anthony,,3,24
2013,10,26,7,Hips Don't Lie,Shakira,Wyclef Jean,1,28
2013,10,26,8,Promise,Romeo Santos,Usher,5,15
2013,10,26,9,Tacata',Tacabro,,7,5
2013,10,26,10,Damaso,Gerardo Ortiz,,6,27
2013,10,26,11,Ai Se Eu Te Pego,Michel Telo,,4,28
2013,10,26,12,El Coco No,Roberto Junior y Su Bandeno,,5,28
2013,10,26,13,"Suerte [Whenever, Wherever]",Shakira,,8,28
2013,10,26,14,Corazon Sin Cara,Prince Royce,,9,18
2013,10,26,15,Incondicional,Prince Royce,,9,28
2013,10,26,16,Por Un Segundo,Aventura,,14,20
2013,10,26,17,Mi Bello Angel,Los Primos MX,,11,6
2013,10,26,18,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,12
2013,10,26,19,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,19,8
2013,10,26,20,Loba,Shakira,,5,28
2013,10,26,21,El Amor Que Perdimos,Prince Royce,,15,28
2013,10,26,22,La Pregunta,J Alvarez,,11,22
2013,10,26,23,Mi Nina Traviesa,Luis Coronel,,14,12
2013,10,26,24,Limbo,Daddy Yankee,,10,22
2013,10,26,25,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,,13,6
2013,11,02,1,Darte Un Beso,Prince Royce,,1,14
2013,11,02,2,Propuesta Indecente,Romeo Santos,,1,11
2013,11,02,3,Danza Kuduro,Don Omar,Lucenzo,1,29
2013,11,02,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,29
2013,11,02,5,Loco,Enrique Iglesias,Romeo Santos,1,8
2013,11,02,6,Vivir Mi Vida,Marc Anthony,,3,25
2013,11,02,7,Hips Don't Lie,Shakira,Wyclef Jean,1,29
2013,11,02,8,Promise,Romeo Santos,Usher,5,16
2013,11,02,9,Damaso,Gerardo Ortiz,,6,28
2013,11,02,10,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,9
2013,11,02,11,Mi Bello Angel,Los Primos MX,,11,7
2013,11,02,12,Ai Se Eu Te Pego,Michel Telo,,4,29
2013,11,02,13,El Coco No,Roberto Junior y Su Bandeno,,5,29
2013,11,02,14,Corazon Sin Cara,Prince Royce,,9,19
2013,11,02,15,Por Un Segundo,Aventura,,14,21
2013,11,02,16,"Suerte [Whenever, Wherever]",Shakira,,8,29
2013,11,02,17,Incondicional,Prince Royce,,9,29
2013,11,02,18,Loba,Shakira,,5,29
2013,11,02,19,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,13
2013,11,02,20,El Amor Que Perdimos,Prince Royce,,15,29
2013,11,02,21,Limbo,Daddy Yankee,,10,23
2013,11,02,22,Mi Nina Traviesa,Luis Coronel,,14,13
2013,11,02,23,La Pregunta,J Alvarez,,11,23
2013,11,02,24,Mi Ultimo Deseo,Banda Los Recoditos,,24,1
2013,11,02,25,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,20
2013,11,02,25,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,20
2013,11,09,1,Darte Un Beso,Prince Royce,,1,15
2013,11,09,2,Propuesta Indecente,Romeo Santos,,1,12
2013,11,09,3,Danza Kuduro,Don Omar,Lucenzo,1,30
2013,11,09,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,30
2013,11,09,5,Loco,Enrique Iglesias,Romeo Santos,1,9
2013,11,09,6,Vivir Mi Vida,Marc Anthony,,3,26
2013,11,09,7,Hips Don't Lie,Shakira,Wyclef Jean,1,30
2013,11,09,8,Promise,Romeo Santos,Usher,5,17
2013,11,09,9,Damaso,Gerardo Ortiz,,6,29
2013,11,09,10,Mi Bello Angel,Los Primos MX,,10,8
2013,11,09,11,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,,10,10
2013,11,09,12,Ai Se Eu Te Pego,Michel Telo,,4,30
2013,11,09,13,El Coco No,Roberto Junior y Su Bandeno,,5,30
2013,11,09,14,Loba,Shakira,,5,30
2013,11,09,15,Incondicional,Prince Royce,,9,30
2013,11,09,16,Por Un Segundo,Aventura,,14,22
2013,11,09,17,Corazon Sin Cara,Prince Royce,,9,20
2013,11,09,18,Limbo,Daddy Yankee,,10,24
2013,11,09,19,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,14
2013,11,09,20,"Suerte [Whenever, Wherever]",Shakira,,8,30
2013,11,09,21,Mi Nina Traviesa,Luis Coronel,,14,14
2013,11,09,22,La Pregunta,J Alvarez,,11,24
2013,11,09,23,Mi Ultimo Deseo,Banda Los Recoditos,,23,2
2013,11,09,24,El Amor Que Perdimos,Prince Royce,,15,30
